NE,IND,DAL,JAX,GB,PIT,HOU,LAC,PHI,CLE,CIN,NYG,DEN,NO,SEA,TB,MIN,MIA,DET,WAS,TEN,ARI,NYJ,CAR,CHI,LV,BAL,BUF,ATL,KC,LA,SF
0.216854722671754,0.13624759330111044,0.12475721203376794,0.11601879536347016,0.1155550069175053,0.09363056796376684,0.050241808117707884,0.0425068281087448,0.03595766579003302,0.03398038561121253,0.03351289570145761,0.03305152956127924,0.0311751717393884,0.030135770517362194,0.024216631654682942,0.006002781699074068,0.0053492867432932655,0.0006412348647389099,-0.0011844876681629118,-0.0012783636510022081,-0.024025617095801498,-0.030532215063165374,-0.03212916578686275,-0.03499681675262313,-0.03925385099753182,-0.05274911460999486,-0.05876767197274042,-0.06025788443377403,-0.08285105649617891,-0.09633561427236217,-0.0994671376163777,-0.10630586274744033
