NE,IND,GB,DAL,PIT,JAX,LAC,HOU,SEA,WAS,NO,CIN,DEN,CLE,PHI,NYG,TEN,DET,TB,CHI,MIA,MIN,ARI,CAR,NYJ,BUF,BAL,LV,KC,ATL,LA,SF
0.2360433657519895,0.1281202634343447,0.1198494315433797,0.1120540223888842,0.09731450923699464,0.08357524394289234,0.038643054745424385,0.018533776341626118,0.010346291670769364,0.007752679005053345,0.006359803797658978,0.005305091611693111,-0.006513252425868947,-0.007661190713502936,-0.029319400274664814,-0.03128880256365661,-0.04049364051406135,-0.040666922110322974,-0.04247352107887024,-0.0688826346545374,-0.06928363998686954,-0.07391457984962671,-0.08175971545045352,-0.08674207786229826,-0.09241229431153614,-0.10994437675084016,-0.113989479511562,-0.11589792026309703,-0.13094803350714515,-0.13448796047455497,-0.15744708003236174,-0.17447895046576545
