NE,IND,JAX,DAL,GB,PIT,MIN,LAC,NYG,PHI,SEA,WAS,HOU,TB,TEN,NO,CHI,CLE,CIN,DET,CAR,ARI,BAL,DEN,BUF,LV,NYJ,KC,SF,ATL,LA,MIA
0.24080598652209279,0.151909381971137,0.12815261561206392,0.10531750849922347,0.10446800190875138,0.09670867936741497,0.08997116978821698,0.08770073263351075,0.057599766935803556,0.04929592527865327,0.04655126085893509,0.045121551156056164,0.016097992313945167,0.015550694657100912,0.013143112174686049,0.010091801727414085,0.007298116789171409,-0.019896947182404937,-0.0330131450475303,-0.0353652894888277,-0.036577145294570845,-0.03774292097814591,-0.05170520157279246,-0.0660932814334456,-0.07913056373885327,-0.08393041801454622,-0.0862855708535515,-0.09702770208385289,-0.11398013317251024,-0.13063084103167577,-0.130978821639881,-0.1623958077144781
