QB Name,GP,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
J.Allen,6,76.68169806437716,0.3566590607645449,0.1628061530029239
T.Tagovailoa,6,69.8015413208177,0.3421644182393025,0.14541987775170356
P.Mahomes,6,65.53987734715221,0.28495598846587916,0.13213684949022625
B.Purdy,6,58.054189833069074,0.3336447691555694,0.11896350375628909
J.Herbert,5,45.55213171409249,0.2360214078450388,0.10768825464324465
J.Goff,6,40.73493271404928,0.1912438155589168,0.08163313169148152
J.Hurts,6,41.182020496143224,0.181418592494023,0.07814425141583155
M.Stafford,6,36.649437677478666,0.15082073118303976,0.0734457668887348
A.Richardson,4,17.370997421375687,0.186784918509416,0.05462577805464053
B.Mayfield,5,18.71138817390853,0.11071827321839368,0.04847509889613609
R.Wilson,6,20.91043292928747,0.10200211185018278,0.04657112010977165
A.Dalton,2,8.862099549510505,0.14528032048377879,0.04521479361995156
C.Stroud,6,21.131309098031533,0.09350136769040501,0.04209424123113851
K.Cousins,6,18.55811946721607,0.07423247786886428,0.03990993433809908
D.Prescott,6,17.146244666363025,0.08405021895275992,0.0348500907852907
S.Howell,6,16.85658474780106,0.06742633899120425,0.03433112983258872
J.Garoppolo,5,11.3897367676037,0.07348217269421742,0.030372631380276537
J.Love,5,8.248191433857743,0.0471325224791871,0.021648796414324784
L.Jackson,6,7.94393848874582,0.042031420575374706,0.01585616464819525
G.Smith,5,4.8208282948394015,0.027391069857042052,0.011962353088931517
D.Carr,6,3.773270071686765,0.017388341344178642,0.007256288599397625
D.Watson,3,-0.6086217883153422,-0.005246739554442605,-0.0022293838399829384
T.Taylor,4,-0.9604822433730363,-0.017463313515873387,-0.0029193989160274663
J.Fields,6,-5.85415515217541,-0.03130564252500219,-0.012402871085117393
G.Minshew,5,-6.563214374000355,-0.04495352310959147,-0.01495037442824682
T.Lawrence,6,-14.519207392320123,-0.0642442804969917,-0.027921552677538698
D.Ridder,6,-21.067498547372928,-0.09447308765638084,-0.04114745810033775
J.Burrow,6,-19.671799553444316,-0.07996666485139967,-0.04150168682161248
J.Dobbs,6,-23.284255670569216,-0.11140792186875223,-0.048207568676126744
R.Tannehill,6,-30.120763771299472,-0.17017380661751114,-0.06678661590088575
M.Jones,6,-41.800778707752215,-0.19533074162501035,-0.08461696094686683
B.Young,5,-37.08841971418961,-0.18637396841301312,-0.08706201810842631
Z.Wilson,6,-44.13261783283855,-0.21740205828984507,-0.09807248407297454
A.O'Connell,1,-8.693152030172621,-0.18898156587331785,-0.09878581852468887
D.Jones,5,-41.955157540029376,-0.23308420855571876,-0.10208067527987683
K.Pickett,5,-41.9848444292102,-0.241292209363277,-0.1104864327084479
P.Walker,1,-16.464081293008636,-0.4573355914724621,-0.18092397025284215
D.Thompson-Robinson,1,-27.276191368547348,-0.6819047842136837,-0.31716501591334123
