KC,LA,DAL,WAS,MIN,TB,LV,NYG,CAR,DEN,SF,ARI,GB,HOU,LAC,NO,CLE,BAL,SEA,IND,DET,CIN,PHI,JAX,PIT,MIA,NE,BUF,TEN,NYJ,ATL,CHI
0.2066903777037166,0.1522338025917197,0.09219803169414499,0.0818140020049733,0.07743407586499014,0.038267117355845676,0.0359228177401736,0.034119145804297216,0.02409861715262722,0.023676568996042924,0.007454550617101527,0.003562132442205157,-0.009351765196945278,-0.01581303338588637,-0.018460902000763765,-0.02708994162163977,-0.039853350973212895,-0.043114630625805436,-0.06334854513860433,-0.06433815558035871,-0.07218550029005218,-0.07894064336245195,-0.082344423468322,-0.082661839253317,-0.09404722079688245,-0.11308542272843014,-0.12385939735368134,-0.1276808837219265,-0.15906705499195595,-0.20210702170723643,-0.21339740255589396,-0.30861106562018875
