BUF,ARI,LAC,NO,NE,BAL,CAR,DAL,DEN,PHI,MIN,LV,SF,SEA,CHI,PIT,LA,CLE,TB,HOU,NYJ,ATL,CIN,GB,MIA,NYG,KC,JAX,TEN,WAS,IND,DET
0.2941919013355779,0.2641120821354077,0.22587944771071836,0.17019216371502024,0.1512689076482347,0.1454888065125977,0.14275522519550082,0.12385709091040062,0.09192619326998976,0.08975719598823863,0.08892933814850945,0.053687460375618126,0.05004596055229275,0.04476910671630541,0.036831784108991295,0.0355883959972107,0.03388008824912797,0.030406221986306707,0.01946342694645739,0.00877427560774599,-0.008606526822683841,-0.02011354696834175,-0.034736173194672995,-0.045940566566881155,-0.05162483729938319,-0.060321370396976104,-0.06696653998208565,-0.07402454461503019,-0.07894888649002718,-0.14080744304267884,-0.14443598933675147,-0.2309228274728578
