BUF,ARI,DAL,MIN,CAR,NO,LAC,BAL,KC,LV,DEN,CLE,TB,LA,SEA,SF,PHI,NE,HOU,WAS,PIT,NYG,CIN,JAX,GB,MIA,CHI,TEN,IND,NYJ,DET,ATL
0.1996273806774402,0.18792422906059997,0.1643377750672719,0.11698883348849681,0.11488219396682466,0.10520456798672306,0.09819186358571655,0.07902717503088655,0.07897067013252805,0.07242520589623372,0.06474122056612339,0.04399754818195724,0.041762329501621155,0.02817259997549739,0.01457723339563968,0.002667248136920229,-0.002455759674032769,-0.010594593049270698,-0.02072967000071408,-0.03241135364498511,-0.03890361133730867,-0.041170690200602156,-0.059203808550100934,-0.07182480400771789,-0.07432521858393405,-0.11592211994602263,-0.11773162930937862,-0.1263540846627488,-0.12839200950571195,-0.15479126487165792,-0.18388078110353157,-0.2014181931232905
