BUF,ARI,NO,LAC,CAR,BAL,LV,DAL,DEN,MIN,PHI,NE,CHI,CLE,SEA,PIT,TB,NYJ,CIN,SF,HOU,ATL,MIA,LA,JAX,TEN,IND,GB,NYG,WAS,KC,DET
0.2321108880676518,0.13927376960150079,0.12396768976441001,0.11604593754676129,0.08759259119898864,0.08146211450156284,0.06959924292565439,0.06085976391029475,0.05447208705171529,0.053437228418157706,0.0497229077706898,0.039748693631757606,0.033238773987821366,0.026418115955755824,0.02328661603766449,0.014485704924168844,0.010610492224240837,0.010267584310586395,-0.0020137054215434436,-0.00371639988885214,-0.023432755285797767,-0.03410073898387957,-0.05771680273944134,-0.05897255834177852,-0.07302898550503295,-0.0896523314172442,-0.09071169090891992,-0.09861293602957621,-0.10184240659771839,-0.10506014217723013,-0.1249267231604312,-0.1395003574953618
