Player,POS,TM,GP,Total EPA,EPA per Game,EPA per Play ( all plays contributed ),EPA per Play ( all offense ),Total Passing EPA,EPA per Completion,EPA per Attempt,Rushing EPA,EPA per Carry,Receiving EPA,EPA per Reception,EPA per Target
Lamar Jackson,QB,['BAL'],2,31.1475,15.5738,0.5562,0.2148,20.2786,0.6145,0.4225,10.8689,1.3586,0,0,0
Daniel Jones,QB,['IND'],2,27.7616,13.8808,0.3653,0.1652,24.3355,0.5408,0.3863,3.4262,0.2636,0,0,0
Jared Goff,QB,['DET'],2,24.054,12.027,0.3486,0.1542,24.4521,0.4528,0.365,-0.3982,-0.1991,0,0,0
Jordan Love,QB,['GB'],2,19.7865,9.8932,0.3354,0.1374,19.2012,0.5486,0.3623,0.5852,0.0975,0,0,0
Baker Mayfield,QB,['TB'],2,17.8344,8.9172,0.2286,0.1062,7.3521,0.1751,0.105,10.4823,1.3103,0,0,0
Josh Allen,QB,['BUF'],2,17.4765,8.7383,0.192,0.091,7.8932,0.1679,0.1112,9.5833,0.4792,0,0,0
Justin Herbert,QB,['LAC'],2,14.3169,7.1585,0.1859,0.0961,22.3079,0.507,0.3657,-7.991,-0.4994,0,0,0
Brock Purdy,QB,['SF'],1,13.3815,13.3815,0.3345,0.0769,11.3481,0.4365,0.3242,2.0334,0.4067,0,0,0
Patrick Mahomes,QB,['KC'],2,13.0246,6.5123,0.1608,0.0868,0.0846,0.0021,0.0012,12.9399,0.9954,0,0,0
Matthew Stafford,QB,['LA'],2,10.6983,5.3491,0.1573,0.0713,20.0884,0.4566,0.324,-9.3902,-1.565,0,0,0
Dak Prescott,QB,['DAL'],2,9.9258,4.9629,0.1103,0.0534,11.6759,0.1979,0.1358,-1.7502,-0.4375,0,0,0
Michael Penix Jr.,QB,['ATL'],2,8.8303,4.4151,0.1261,0.051,3.9131,0.0978,0.0621,4.9172,0.7025,0,0,0
Kyler Murray,QB,['ARI'],2,8.5156,4.2578,0.1252,0.0575,8.2133,0.2161,0.1521,0.3023,0.0216,0,0,0
Russell Wilson,QB,['NYG'],2,8.3141,4.1571,0.0934,0.0492,6.4132,0.1365,0.0822,1.9009,0.1728,0,0,0
Tyrod Taylor,QB,['NYJ'],1,4.641,4.641,0.3315,0.0322,5.3364,0.7623,0.4851,-0.6954,-0.2318,0,0,0
