HOU,MIN,PHI,SEA,CLE,JAX,LA,DEN,LAC,BUF,NE,CHI,ATL,DET,NYG,PIT,NO,CAR,IND,TB,BAL,SF,KC,TEN,ARI,LV,GB,CIN,MIA,WAS,NYJ,DAL
0.21873521469582255,0.17496156675268232,0.14510482600384728,0.14081281562062314,0.14018932060804945,0.11921919107211612,0.11808049294245368,0.08416094283884365,0.07992870295960117,0.07298465818764877,0.06782538889854692,0.0452637065804508,0.04286182310295477,0.042117546679191147,0.039682848735544625,0.031984116304195225,0.03003578094184612,0.028296171086269556,0.021163398083014942,0.020421183303387644,0.017787628414062367,0.014815586337881298,0.008153159910614341,-0.01841787675465477,-0.019490962112702362,-0.02498215964619313,-0.03371527771181558,-0.04914882520139585,-0.0545814507468018,-0.06437527159546158,-0.10159522255334774,-0.10846695274768928
