IND,BUF,BAL,CHI,NYG,KC,PIT,TB,WAS,JAX,CIN,ATL,LA,CAR,DEN,MIA,LAC,DAL,SF,TEN,MIN,GB,ARI,PHI,NYJ,DET,SEA,CLE,HOU,NE,NO,LV
0.1473784771137125,0.12483966286267388,0.12304004123184023,0.10032235752366514,0.07966323392263826,0.07794318338830986,0.06135884918286319,0.059101582385472695,0.056546993915585014,0.05497063860809033,0.045166549509285316,0.030069280255817354,0.029839359830511974,0.02814913954731969,0.025247744778462984,0.01676189625980623,0.016471575328933463,0.014473163552501469,0.013168393931706893,0.007622124219428775,0.005333618155018462,0.003962188576928035,-0.011875582026570082,-0.011883018944615423,-0.02531844461087323,-0.026445358461155144,-0.03071177706718714,-0.03330432483406773,-0.03908426723859433,-0.0407535668296934,-0.10307055254175596,-0.17594390026761464
