SF,GB,LA,NE,BUF,DAL,SEA,IND,DET,KC,JAX,PIT,CHI,CIN,HOU,DEN,LAC,PHI,WAS,MIA,NYG,ARI,BAL,TB,CAR,ATL,NYJ,TEN,LV,NO,MIN,CLE
0.1174191817072284,0.11607088767550439,0.1025046418075519,0.08437024929646217,0.0755534000093982,0.07552715942648117,0.06527762400268913,0.05461749429452781,0.05014152387963955,0.005366520879856687,-0.006634073296741455,-0.031465631094119303,-0.03320045978099953,-0.035499171928566206,-0.04374416587222069,-0.045076189313827286,-0.05008759102747956,-0.05491841198599971,-0.05567459850434682,-0.06538603390058903,-0.06742649739903368,-0.06993300800210803,-0.07010749154469108,-0.07976298766900139,-0.08390752018981003,-0.08802674087633773,-0.10861839753819842,-0.14380028444628795,-0.162539109969271,-0.1740246499621429,-0.19335419021463005,-0.3019162319304872
