BAL,BUF,WAS,PHI,DET,KC,ARI,GB,NO,JAX,CIN,SF,TB,CAR,DEN,ATL,IND,CLE,LAC,CHI,NYJ,NE,PIT,SEA,NYG,MIN,LA,HOU,TEN,DAL,MIA,LV
0.18717328280624446,0.17186671543056503,0.1466745194946002,0.12309817166986371,0.10443393576196332,0.10063087596351464,0.08739081359885947,0.08242134836356349,0.06710655876574151,0.05952003623113044,0.05598695209769636,0.055333849547016575,0.051293748169150236,0.0510242994328686,0.04418207696987402,0.04351159697590687,0.032017313401269,0.021429276073794745,0.018716945922396658,0.012034702722926824,0.006799591646744568,0.0012388318264595494,0.0006543426420314025,-0.00137197961707166,-0.015584623375162032,-0.017101127834852653,-0.019403429074035222,-0.0257017754065373,-0.028923070461428738,-0.0589947023532951,-0.11239004740221566,-0.16073445527851649
