DET,BUF,BAL,PHI,GB,MIN,DEN,WAS,LAC,TB,KC,PIT,SEA,HOU,CIN,LA,ARI,CHI,SF,MIA,NYJ,ATL,NO,IND,DAL,LV,CLE,NE,JAX,NYG,TEN,CAR
0.19628372029586424,0.15527705944837414,0.1549002468347148,0.12774248843806618,0.12085456223272911,0.08564565743665847,0.08321341028720246,0.07748204764653549,0.06498521642935082,0.05959925859482696,0.05389043939797215,0.049874736537585056,0.034707495213316994,0.02196308790244663,0.016618348177175002,0.008390688441689664,-0.004047422914703641,-0.01995109321310958,-0.0319715350813843,-0.04581334129652332,-0.04692789760553686,-0.05137566105992325,-0.061886259150073474,-0.06317543335884626,-0.06900927768136284,-0.08136354190792543,-0.10008466281100291,-0.10158104229239234,-0.10962511369185428,-0.11093941130539357,-0.11904998734739311,-0.14729816798457807
