DET,PHI,MIN,SEA,DEN,LAC,GB,NO,CLE,CHI,HOU,DAL,PIT,LA,BUF,LV,KC,TEN,NYJ,MIA,NYG,BAL,NE,TB,SF,ARI,IND,ATL,WAS,CIN,CAR,JAX
0.11919470248347558,0.11611691040558056,0.11341909197129058,0.10542358997541203,0.10424144187214167,0.10353994527693142,0.09347610857680358,0.09317830676113234,0.08913534161520957,0.08865314218146138,0.08810482250838028,0.0783975747147447,0.07774435390550147,0.04546569014046271,0.04464876128038126,0.038311681296213,0.0325774012157207,0.018526169671997855,0.008167524066366769,0.006462223634824498,0.006148354970552203,0.004334830610805682,0.00326095036481637,0.0005128226688090459,-4.884848094746652e-05,-0.0034263022577716365,-0.014378520335934557,-0.018071320617655443,-0.023821502768195738,-0.04241462263551447,-0.047413184908735806,-0.10768244711697132
