DET,BAL,BUF,CIN,WAS,TB,GB,KC,LA,ARI,PIT,LAC,PHI,MIN,MIA,DEN,SF,JAX,ATL,SEA,NYJ,HOU,DAL,CHI,LV,IND,CAR,NE,NO,NYG,TEN,CLE
0.14849389455723985,0.13002322311785783,0.09462835969667582,0.07834047203691669,0.07233035324517265,0.07010178927851271,0.048185844249137175,0.026932640776657205,0.007880388907673161,0.007260298119256492,-0.005041202362099026,-0.008046437031151106,-0.014787580790233526,-0.015183991004856894,-0.01604597654364401,-0.019897191287152907,-0.030668925639337777,-0.03419677348723715,-0.041039078650966905,-0.0442309784110394,-0.05013248801302724,-0.05134236591390284,-0.0906528377133464,-0.09842964002876545,-0.10583946436719599,-0.10896689744320215,-0.12143906233555112,-0.13406211549076388,-0.14488304508896355,-0.15506494800064968,-0.15917876085672616,-0.24584396572537026
