ARI,SEA,CAR,CIN,NE,NO,KC,PIT,BUF,GB,NYG,MIN,NYJ,LV,WAS,CHI,LAC,DET,PHI,BAL,ATL,TB,MIA,JAX,DEN,CLE,DAL,IND,HOU,TEN,SF,LA
0.10777509868800718,0.0967587513004819,0.08449582823055896,0.08137362896863581,0.07858097980185737,0.0737771347300002,0.06927573829867431,0.05801919843046089,0.05553311465127088,0.0472409925992959,0.043812380840413744,0.03863533566498076,0.03231821352845818,0.02324814664894099,0.019813107839263506,0.0172625977173251,0.012154823555605977,0.008936237334343174,0.0048213563974499815,0.0002742852271238119,-0.0005232780289391916,-0.006375139563568694,-0.020815121192446603,-0.026534250846679718,-0.0266385012803365,-0.027415356605844696,-0.02906434404149228,-0.03229626814275381,-0.047635895826585714,-0.04953056593098927,-0.06479278563294126,-0.11110312953735446
