ARI,CIN,SEA,CAR,NO,NE,WAS,NYG,KC,PIT,LAC,NYJ,GB,ATL,LV,BUF,MIN,DET,CHI,BAL,PHI,JAX,IND,TB,DEN,MIA,CLE,HOU,TEN,DAL,SF,LA
0.10871220879597229,0.09724465097355219,0.09699534139609983,0.0526922713276556,0.05032007584239127,0.04945757248431786,0.03310813594531824,0.03126799298009003,0.01706170991015922,0.014141117867898484,0.012469681649023914,0.007227867512387524,0.00601098410143467,-0.007661997863989481,-0.009976157873003337,-0.011819221856996538,-0.014418760038758319,-0.025683647128431908,-0.0268203524422553,-0.029911056393576566,-0.038969371435254745,-0.052966994403553756,-0.05473386823216684,-0.05618888923156358,-0.05884255333886593,-0.07150356826505662,-0.08639188307368348,-0.09861873015961588,-0.09892206427201075,-0.1081222978938326,-0.15205537867769786,-0.18039138975363134
