IND,TEN,KC,SEA,GB,CIN,MIN,LA,NE,SF,NYJ,CAR,NO,PHI,WAS,TB,JAX,DAL,PIT,DEN,CLE,MIA,BAL,HOU,LAC,LV,ARI,DET,NYG,BUF,CHI,ATL
0.22572980960656105,0.14872767522862065,0.133233099671965,0.10569069677651376,0.08309434447159084,0.07184014085743246,0.06701152244342856,0.049553875798898105,0.04532838032846828,0.02841601005848042,0.015680860402849425,0.0126335275790626,0.012583695169699503,-0.009899116832827015,-0.012187477603623894,-0.024119601309303858,-0.030019728082317416,-0.030753467647616082,-0.032097471426268925,-0.03370663687712598,-0.04154313237024174,-0.04223498042032535,-0.06802535636061552,-0.07472884378929742,-0.07475688988993176,-0.08513976575345429,-0.09257897111948311,-0.09370744111270415,-0.09567377195815062,-0.09586896174355793,-0.12623852822237613,-0.19568035216636315
