PHI,KC,ATL,LAC,MIN,DEN,GB,LV,CHI,SEA,CIN,WAS,IND,JAX,SF,HOU,MIA,BAL,LA,BUF,DAL,NYJ,NO,CAR,TEN,TB,NE,CLE,NYG,ARI,PIT,DET
0.18469843317541693,0.17289060139964474,0.16598924960993913,0.1648601220095042,0.14046833862174804,0.13938771564667635,0.1238834885023185,0.10392246597382339,0.10086462732001704,0.09209573167724171,0.08287585478326104,0.08256528530919158,0.07459604123852104,0.06867532367798856,0.06777466512379848,0.05838157398440595,0.05019363156859184,0.04722125223295283,0.04515195523244046,0.030068908237004408,0.025502006149319023,0.02470929808196548,0.014015672002862647,0.0125837499635809,0.011041125243891892,-0.008094920527991531,-0.011511745814261481,-0.012462172369483632,-0.02285385917761465,-0.04775975817399197,-0.06543566527510675,-0.07323804806846132
