IND,GB,LA,KC,TEN,NE,BAL,DEN,SEA,MIN,PHI,TB,NO,SF,CAR,MIA,DAL,BUF,PIT,NYJ,CIN,JAX,CLE,CHI,WAS,DET,HOU,LV,ATL,NYG,LAC,ARI
0.11389837819510654,0.10750042092672378,0.10470478650314341,0.09731998513758178,0.09154363110703828,0.08991655123673166,0.07677986672957884,0.07102418629304486,0.05791912546106577,0.05596755095712329,0.055352399950718445,0.027254022945529466,0.02445825813055187,0.02409833300721562,0.021072668167990402,0.013746011481641819,0.0034959901649318087,-0.012087300679033922,-0.01555156814287157,-0.020981911936490304,-0.03420835661565749,-0.034412301065524876,-0.04501304525493385,-0.04996174834466394,-0.06232289445481129,-0.06439519367956344,-0.06599132344929913,-0.07281687144155277,-0.09357394946079742,-0.10402971387464519,-0.11906490163205892,-0.1576390606978204
