SF,PHI,MIA,HOU,DAL,BUF,TEN,LAC,JAX,TB,DET,BAL,KC,IND,SEA,DEN,MIN,CIN,LV,GB,ARI,LA,NO,PIT,CAR,ATL,WAS,CLE,NE,CHI,NYJ,NYG
0.2389752714767842,0.1438571520187586,0.13583830388891546,0.1280725419143841,0.1243729412265829,0.11944567886382557,0.11564001749704295,0.11410974985038833,0.10965493938345622,0.08469933405032401,0.07859202375128878,0.07394983639467453,0.06887864598785726,0.0579941778487949,0.050479369610855064,0.046192841198659004,0.04001715256740504,0.009653432355635441,0.0028739584921733743,-0.026966406234738224,-0.04094972151766632,-0.047659542226373613,-0.05198870583008165,-0.05888304403578075,-0.060883574036837654,-0.06450524497349276,-0.07459663307970556,-0.08265406911815192,-0.1414659997128444,-0.14467799830278633,-0.14663180387893224,-0.1989542014632822
