SF,BUF,PHI,MIA,BAL,TEN,LAC,DAL,HOU,DEN,KC,SEA,JAX,DET,TB,IND,MIN,LA,CIN,ARI,WAS,GB,NO,CHI,PIT,LV,CAR,ATL,CLE,NE,NYJ,NYG
0.1920683854180672,0.15821543541015903,0.1467299545659698,0.1373259781387488,0.11011759326980394,0.10709668219130132,0.10413331765742351,0.09563641535129819,0.08128227917707319,0.07650148836932122,0.06872046336694382,0.06838619437283977,0.06298501356403371,0.05870603812183291,0.05732772172331381,0.05209126476195545,0.049210194265933586,0.024342415012333925,0.02368994834291057,0.006101225152795861,-0.0005017834741267019,-0.0018617640272706182,-0.01485867293472315,-0.019467972506557324,-0.0209011051463054,-0.02475872791279511,-0.027556209621772507,-0.030652825474399223,-0.043531716872066334,-0.10162813461090453,-0.10995007336438108,-0.14420287490589262
