CLE,NO,DAL,KC,BAL,NYJ,CIN,JAX,DET,PIT,LV,GB,NYG,SF,ATL,MIN,CAR,TB,SEA,PHI,IND,MIA,LAC,BUF,HOU,NE,ARI,CHI,LA,DEN,TEN,WAS
0.1900355704487258,0.08505730627563357,0.08397944858685716,0.08232882848991323,0.0779284753141071,0.07114845651061495,0.06726124854490084,0.05250471728717836,0.044332758086317085,0.04397019553338072,0.02441771491437481,0.01495431247328207,-0.0013945218900212088,-0.019881839560168146,-0.021641747907442197,-0.024553615826976644,-0.029337950061403877,-0.0344168779077513,-0.03498984464013869,-0.03859571191862178,-0.04229373843584131,-0.05491249043520716,-0.05625155133430042,-0.05925203135660058,-0.06101388020708934,-0.07300192214827245,-0.10266111655248128,-0.12082431605783711,-0.13883775623905686,-0.15844278094403358,-0.1604234729467948,-0.18303828167908145
