QB Name,GP,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
P.Mahomes,19,250.95380569716676,0.33327198631761856,0.16138508404962493
J.Hurts,17,162.43923159840455,0.2953440574516446,0.11335605833803528
J.Allen,18,159.06187640958365,0.23085903687893128,0.10820535810175758
T.Tagovailoa,13,95.01094340166726,0.22567920047901963,0.09835501387336155
J.Garoppolo,11,84.13795633677421,0.2580918906036019,0.09682158381677124
J.Burrow,19,143.60885373528225,0.18650500485101593,0.09083418958588378
J.Goff,17,104.21513244704846,0.17084447942139092,0.07502889305043085
D.Prescott,14,83.56695239176017,0.17194846171144068,0.07016536724748965
B.Purdy,12,63.85354286164972,0.256439931171284,0.06700266827035647
S.Darnold,6,28.94980114777745,0.19693742277399626,0.06172665489931226
L.Jackson,12,54.56545000843303,0.15501548297850293,0.05672084200460814
D.Jones,18,81.33208088703714,0.1392672617928718,0.055365609861836036
T.Lawrence,19,81.09344371648969,0.11518955073365013,0.05303691544570941
J.Herbert,18,71.39219738508233,0.09129437005765004,0.04620854199681704
J.Brissett,14,44.76301012440106,0.11448340185268814,0.03793475434271276
T.Brady,18,56.7185179312833,0.06850062552087355,0.036149469682143595
G.Smith,18,48.44225466647488,0.07362044782139039,0.033500867680826336
D.Carr,15,38.756533079357254,0.07285062608901739,0.032650828205018745
R.Tannehill,12,27.554388553659102,0.07696756579234386,0.03034624290050562
M.Mariota,13,27.56689322281783,0.0845610221558829,0.028390209292294365
K.Cousins,18,41.097015515802944,0.05637450688038813,0.026773300010295077
A.Dalton,14,24.721196491137324,0.061191080423607234,0.023277962797681094
M.Trubisky,7,7.039335280197872,0.03685515853506739,0.013084266320070394
M.White,4,4.269543567926459,0.023204041130035106,0.012233649191766359
K.Pickett,13,9.58648117267062,0.02298916348362259,0.008738816018842863
A.Rodgers,18,8.518429935027537,0.01481466075656963,0.003220578425341224
K.Murray,11,2.41199400824925,0.005770320593897728,0.0025098793009877733
J.Fields,15,1.1686772943010055,0.0030999397726817124,0.0010188991231918096
J.Winston,3,-1.2414850564764246,-0.009931880451811396,-0.005005988130953325
D.Ridder,4,-2.7482229434881082,-0.022163088253936356,-0.008353261226407624
C.Rush,8,-8.806690644721467,-0.05242077764715159,-0.013803590352228005
M.Jones,14,-15.684006663790502,-0.032811729422155864,-0.014644263925107846
T.Huntley,6,-6.619013032448246,-0.044723061030055716,-0.015146482911780883
D.Watson,6,-8.706472836398328,-0.04631102572552302,-0.018683418103859074
T.Heinicke,9,-15.153872946732662,-0.05490533676352414,-0.01978312395134812
R.Wilson,15,-27.842444698465588,-0.051751755945103325,-0.022453584434246443
M.Ryan,12,-25.94938124865251,-0.05169199451922811,-0.025242588763280654
B.Mayfield,12,-56.8484508562662,-0.15323032575812992,-0.03158247269792566
P.Walker,6,-15.579893024652007,-0.13787515951019474,-0.03401723367827949
M.Stafford,9,-24.565175874126727,-0.07399149359676725,-0.035193661710783274
Z.Wilson,9,-29.45115406652178,-0.11113643043970484,-0.043183510361468884
C.Wentz,8,-33.151311735184066,-0.10728579849574131,-0.048466830022198926
D.Mills,15,-62.23893420124086,-0.12179830567757506,-0.05342397785514237
J.Flacco,5,-24.563223693874548,-0.12220509300435098,-0.0559526735623566
S.Thompson,8,-56.57588055729636,-0.3514029848279277,-0.08381611934414275
C.McCoy,4,-31.567505924477494,-0.21770693741018962,-0.09395091048951636
S.Ehlinger,4,-35.92161728291378,-0.31236188941664156,-0.11513338872728775
