QB Name,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
J.Garoppolo,59.68493514242809,0.29693997583297554,0.11680026446659117
T.Brady,165.5075218744345,0.22215774748246242,0.10609456530412469
C.Wentz,113.8200657514819,0.21000012131269724,0.09992982067733266
P.Rivers,119.60740105237521,0.19511810938397262,0.09137311004765104
D.Brees,121.20132137195303,0.18143910385022907,0.08405084699858047
A.Smith,105.86673829550327,0.16413447797752445,0.08232250256259974
B.Roethlisberger,110.92504167845361,0.16360625616291094,0.08090812668012663
D.Watson,47.187547838980166,0.17673238891003806,0.07562107025477591
J.Goff,84.33401538872953,0.1459066010185632,0.06403493955104747
M.Ryan,79.23834584775412,0.11915540728985581,0.0559197924119648
B.Bortles,89.08975703691202,0.1239078679233825,0.05442257607630545
R.Wilson,65.6806719929832,0.09369568044648104,0.04923588605171155
C.Keenum,53.8508977967396,0.08414202780740562,0.03721554788993753
A.Rodgers,21.35683227508217,0.07415566762181308,0.03650740559843106
J.Winston,39.53700683295395,0.07722071647061318,0.03650693151703966
M.Stafford,39.075110904297446,0.060394298151928046,0.030314283090998796
J.McCown,26.50347869215056,0.05579679724663276,0.025097991185748635
M.Mariota,25.455869311539686,0.04015121342514146,0.018703798171594184
C.Newton,24.50484854771799,0.03384647589463811,0.017441173343571523
R.Fitzpatrick,8.514944419380692,0.04458086083445388,0.016962040676057156
T.Taylor,21.182579973554258,0.03507049664495738,0.01618226124794061
D.Carr,17.868889507725026,0.03179517706000894,0.015155970744465671
K.Cousins,15.571246083641446,0.024716263624827692,0.01216503600284488
C.Palmer,1.7548631446996725,0.005753649654753025,0.002939469254103304
N.Foles,0.8749900053919148,0.004581099504669711,0.0011393099028540559
D.Prescott,-0.5205220453664481,-0.0008897812741306805,-0.0004031929088818343
J.Cutler,-21.412872166699167,-0.0457540003561948,-0.018932689802563366
A.Dalton,-27.840341052350986,-0.048586982639356,-0.023142428139942633
B.Osweiler,-12.463619870827559,-0.0623180993541378,-0.02325302214706634
J.Flacco,-33.66736601431345,-0.05583311113484818,-0.024901897939580954
J.Brissett,-39.31890046719999,-0.06709709977337881,-0.030268591583679744
T.Siemian,-39.284141407711914,-0.09420657411921322,-0.04139530179948568
M.Trubisky,-40.4034704283413,-0.09951593701561896,-0.044060491197754965
B.Hoyer,-45.16041857769312,-0.1873876289530835,-0.05338110942989731
D.Stanton,-22.779555160892325,-0.13016888663367043,-0.0539799885329202
M.Moore,-19.66823403713568,-0.13850869040236394,-0.059063765877284326
T.Savage,-45.04985848691925,-0.18165265518919052,-0.06239592588215962
E.Manning,-80.45276362899706,-0.12934527914629754,-0.06334863277873784
T.Yates,-20.420817395541818,-0.17453690081659673,-0.06695349965751415
B.Hundley,-59.81827968502186,-0.15618349787211974,-0.070623706830014
D.Kizer,-93.3423955279909,-0.1579397555465159,-0.07644749838492293
C.Beathard,-39.30204159328697,-0.1461042438412155,-0.07691201877355572
M.Glennon,-27.092030685802598,-0.1782370439855434,-0.08361737865988456
B.Petty,-33.277383760742445,-0.2579642151995538,-0.1080434537686443
B.Gabbert,-55.816806543802066,-0.25604039698991776,-0.13071851649602356
