PHI,BAL,CHI,NYG,CLE,PIT,ATL,KC,BUF,GB,CAR,LAC,LV,SEA,DAL,ARI,CIN,SF,LA,JAX,NYJ,MIA,NE,TEN,WAS,DEN,DET,NO,MIN,HOU,IND,TB
0.15142106938732441,0.12639524284047726,0.12083625858958388,0.11565359900725293,0.11549721327895529,0.09029819653879466,0.08958341734218733,0.08828307054343651,0.08158180386937806,0.08144482300853748,0.06994550169029193,0.06514085629424107,0.05299519143374847,0.048863041972716195,0.04742197174291542,0.03476498668255573,0.02761599716740535,0.023680095326404707,0.022227427874586633,0.01874313817806536,0.010494237992747485,0.009876568316273246,-0.016285411085270235,-0.02007377999522264,-0.022430199993240994,-0.02798175730736145,-0.04706122159621909,-0.05140387643197329,-0.07438682744540338,-0.1026359447598484,-0.12002688984091528,-0.14648921469378712
