KC,BUF,CIN,PHI,DET,SF,MIA,JAX,DAL,NYG,BAL,LV,SEA,CLE,GB,ATL,PIT,MIN,LAC,CHI,CAR,NO,TB,TEN,WAS,LA,ARI,NE,NYJ,DEN,HOU,IND
0.15710675817814068,0.10685080819797207,0.08458837102598038,0.08244064069173265,0.07306986743549308,0.07150310179803557,0.06785657679368261,0.06599062831365987,0.06506339940200456,0.058071014965953335,0.05109509778380271,0.039851943659788946,0.03940902473536856,0.0374424510819578,0.022903219144251762,0.018731495247137565,0.007757483099036937,0.005445022675004761,-0.005522283329791631,-0.006918409516325663,-0.008204820192869496,-0.016907148260687878,-0.022292422533309326,-0.02559924937895211,-0.026219049243053034,-0.03322238028685587,-0.04109139073097369,-0.05286282171886458,-0.056845641292214616,-0.07032129995218613,-0.11012987509554406,-0.11128507636668931
