SF,BUF,DAL,KC,PHI,CIN,BAL,JAX,NE,MIA,DET,CLE,LV,GB,NYJ,NO,SEA,NYG,LAC,TB,PIT,CAR,WAS,MIN,ATL,TEN,DEN,CHI,ARI,LA,HOU,IND
0.1443995683817694,0.1377498224714666,0.10760593134342467,0.09020783147521826,0.08877736079867204,0.08587049945252861,0.04203777630690979,0.04170221925828318,0.022533956861575097,0.021629695495370742,0.00967954385808327,0.008755239093311176,0.007979495419196875,-0.002030438897506155,-0.002931707524372204,-0.005400328700880308,-0.006744645761688622,-0.016003022427781746,-0.021019686434973924,-0.021731055510198348,-0.028085596196483407,-0.030919793832588614,-0.03567516683287686,-0.036690576019636455,-0.04886620160816918,-0.04938998125999704,-0.06278240652415568,-0.07774055013818133,-0.08100760291896467,-0.08914157956744412,-0.10085673072822801,-0.1039471947215736
