QB Name,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
T.Brady,137.88211004638055,0.17519963157100452,0.08226856208017932
M.Ryan,115.8805890232027,0.15247445924105618,0.08002803109337203
P.Manning,110.01303012119295,0.16274116881833278,0.07266382438652111
R.Griffin,79.36823174142533,0.1394872262590955,0.06186144329027696
R.Wilson,70.30126215505615,0.11600868342418506,0.0489904265888893
D.Brees,65.63779761332334,0.09231757751522271,0.047323574342698876
A.Rodgers,69.22274989706885,0.09304133050681297,0.04521407570024092
C.Kaepernick,44.58788429401124,0.12083437478051827,0.03700239360498858
C.Newton,47.40877823959371,0.07316169481418783,0.036808057639436106
B.Roethlisberger,27.481952175615568,0.053992047496297775,0.0259019341900241
M.Schaub,21.97578743391898,0.03189519221178372,0.01381256281201696
T.Romo,15.118455498703316,0.02099785485931016,0.011083911655940847
E.Manning,8.679208590214019,0.015094275809067859,0.006877344366255166
A.Smith,5.168210699271729,0.018725401084317857,0.005913284552942481
J.Flacco,-7.7373453092869395,-0.010974957885513389,-0.004729428673158276
A.Luck,-19.36174774003098,-0.024415823127403508,-0.012588912704831588
J.Freeman,-16.600461242555774,-0.026308179465223097,-0.012623924899281958
M.Stafford,-39.318084713885575,-0.04958144352318484,-0.026620233387871072
C.Palmer,-35.801760501334506,-0.05821424471761708,-0.02805780603552861
R.Fitzpatrick,-42.391716122914104,-0.07271306367566742,-0.033066861250323015
R.Tannehill,-49.2755735648489,-0.08614610763085472,-0.0387082274664956
J.Cutler,-48.00335470407519,-0.09321039748364116,-0.03918641200332669
P.Rivers,-51.0606621492669,-0.08467771500707613,-0.03942908274074664
A.Dalton,-56.14670013261273,-0.08545920872543794,-0.040539133669756484
J.Locker,-36.21413841459773,-0.09530036424894138,-0.04186605597063321
S.Bradford,-63.508009871028555,-0.10048735739086796,-0.048148604906011035
C.Ponder,-63.18004309592677,-0.10911924541610842,-0.04916734871278348
B.Weeden,-61.987344456774075,-0.10836948331603859,-0.050934547622657415
M.Hasselbeck,-39.279010838155095,-0.1571160433526204,-0.060992252854278096
M.Vick,-55.24403787373902,-0.12526992715133564,-0.06221175436231871
K.Kolb,-34.04964258434654,-0.150662135328967,-0.06624444082557693
N.Foles,-45.422418610295004,-0.15040535963673843,-0.07672705846333616
B.Gabbert,-65.44399755721496,-0.20074845876446307,-0.0812968913754223
C.Henne,-71.78598330903752,-0.2010811857396009,-0.08545950393933038
M.Cassel,-69.82893812415938,-0.21618866292309405,-0.08952427964635817
M.Sanchez,-124.14568144754516,-0.2429465390362919,-0.09923715543368918
B.Quinn,-94.75397788629742,-0.3998058138662338,-0.12101402028901331
J.Skelton,-93.53776796301274,-0.42517167255914884,-0.1612720137293323
R.Lindley,-113.71959094529676,-0.6081261547876832,-0.233510453686441
