PHI,MIN,DEN,SEA,LAC,DET,NO,GB,CLE,HOU,CHI,DAL,PIT,LA,KC,LV,BUF,TEN,NYJ,NYG,MIA,NE,BAL,TB,SF,ARI,IND,ATL,WAS,CIN,CAR,JAX
0.11922910295986332,0.11216794261327886,0.10724509896490522,0.10532986845555417,0.10490061214080058,0.09622798211134154,0.09554267302476778,0.09265506747476882,0.09096099390778775,0.08763758370026827,0.086282214924545,0.07969617998120782,0.07928257876679552,0.05425896957620574,0.049386970947272055,0.040591742461540486,0.03273984881050095,0.01720910532992015,0.00885457049892524,0.008134183790984392,0.006956100894374328,0.003873521321077683,0.0036137941075738422,0.002448279437701463,0.0010950497706542217,-0.002119086293150732,-0.015414658010451325,-0.01614857190076318,-0.020576174124033814,-0.041164531059575626,-0.04425604486649831,-0.10842894552640135
