PHI,MIN,DEN,CLE,LAC,GB,PIT,SEA,HOU,DET,CHI,LV,BUF,NO,KC,LA,BAL,DAL,NYG,MIA,TB,IND,TEN,NE,NYJ,WAS,SF,ATL,ARI,CIN,CAR,JAX
0.10336252051811581,0.10115465330948596,0.08602950418782117,0.06991395458282272,0.06923009939221753,0.06867111050861131,0.06575139705897108,0.06333053767696484,0.06094230366980738,0.054662757740375614,0.042412090417000246,0.036807227422214435,0.028510914282214687,0.015100926884692938,0.013021256379786902,0.011521831335660579,0.010938878658642914,0.009995763596699507,0.0026394193652455877,0.0005401619715491926,0.0001099178716915377,7.23003688132464e-05,-0.003040488010134769,-0.01116297034247974,-0.0198338088789757,-0.02286739964220079,-0.02770308266619695,-0.03512992236693568,-0.03588383507273675,-0.060530056045262896,-0.07734542970514269,-0.10616328368773353
