DET,BAL,BUF,PHI,GB,MIN,DEN,WAS,KC,LAC,TB,PIT,SEA,CIN,HOU,LA,ARI,CHI,SF,MIA,NYJ,ATL,NO,IND,DAL,LV,CLE,NE,NYG,JAX,TEN,CAR
0.171350410431985,0.14875237927771484,0.14289588014756432,0.14287270002274338,0.12039984164056818,0.08378917044573857,0.08376540757133741,0.07391405730267148,0.06997219856246023,0.06618048528979521,0.05937742355935644,0.05060433541047325,0.03275872869907172,0.018033153776136616,0.015214447131302072,0.005893524160700296,-0.003914871956326525,-0.023024357231842076,-0.032382405185980984,-0.04594872236688224,-0.048116588750493405,-0.05098921840667174,-0.06157751497014973,-0.06453453511387021,-0.07024320828298186,-0.07925428933271891,-0.0990254370699566,-0.10339667734065039,-0.10941003012292175,-0.10997046943266219,-0.12153267987512184,-0.1452338755848656
