DET,BAL,BUF,CIN,WAS,TB,GB,KC,LA,ARI,PIT,LAC,PHI,MIA,MIN,DEN,SF,JAX,ATL,SEA,NYJ,HOU,DAL,CHI,LV,IND,CAR,NE,NO,NYG,TEN,CLE
0.12621595540985348,0.12033629745790338,0.09329748570014976,0.07825913320672415,0.07628670702945674,0.06985835689960894,0.04496556783195566,0.03749799082718111,0.011627200231701357,0.007482612139781131,-0.00537173116419884,-0.007730872757100306,-0.009607739916849753,-0.01666311959059555,-0.017119332050231452,-0.020684196548250308,-0.031006145374167488,-0.0365438342420981,-0.04076075776280256,-0.04647589232112212,-0.05152156910421173,-0.06190348946920732,-0.09271239302146342,-0.1018154686440223,-0.10765530749033125,-0.11151648276323756,-0.12144003119974914,-0.1362737518305148,-0.1442059315975877,-0.155843079769491,-0.1611488153662326,-0.2458112542508093
