BAL,BUF,WAS,PHI,DET,KC,ARI,GB,NO,JAX,CIN,SF,CAR,TB,ATL,DEN,IND,CLE,LAC,CHI,NYJ,NE,SEA,PIT,HOU,NYG,MIN,TEN,LA,DAL,MIA,LV
0.19083373506578893,0.16633312122417723,0.14391064776328605,0.12945212537290007,0.11689419450281882,0.09734962173499168,0.08241433666175083,0.08021407239335464,0.060478173909414956,0.05648957925708504,0.051497991147283345,0.04976731559942246,0.046727448594619476,0.04389377169503082,0.03820024054110249,0.03578373142711081,0.02807073981894511,0.01361972782482633,0.012215374483525929,0.007172671851131421,8.353362082307025e-05,-0.006009416480292865,-0.00815284100657828,-0.009162798426617935,-0.016850965364231488,-0.02031831911692141,-0.02187329615034761,-0.03641324369253458,-0.03925210461067018,-0.066846446702105,-0.11749350637981154,-0.16216780303854844
