BAL,DET,BUF,WAS,CIN,TB,KC,GB,PHI,ARI,DEN,LAC,JAX,SF,LA,PIT,ATL,MIN,NYJ,SEA,HOU,MIA,IND,CHI,CAR,NO,DAL,NE,NYG,LV,TEN,CLE
0.13781350061907194,0.11668765269160941,0.11438496586534964,0.09678145694487227,0.07856320982139951,0.0592675056876649,0.056950942182673325,0.05172873113195686,0.03951017950462756,0.031968963116410225,-0.0022640966164837635,-0.0030496141024223163,-0.003807185744928646,-0.0046793225197840314,-0.005628307174960283,-0.015147061648497826,-0.015859296039736064,-0.01736548286374739,-0.028282779871517703,-0.03057180897789312,-0.04572785653850531,-0.04648888433843143,-0.06460683548268345,-0.06543644764884232,-0.06788844587972293,-0.07667844185484267,-0.08023897187968138,-0.09223370699817066,-0.11204944948816734,-0.11606151675493334,-0.11849219186498708,-0.16893939165277932
