KC,MIA,BUF,BAL,SEA,PHI,LV,CIN,NYG,DET,TB,JAX,SF,MIN,CLE,WAS,TEN,ATL,NYJ,LAC,GB,DAL,NO,ARI,DEN,HOU,IND,NE,PIT,CHI,CAR,LA
0.19950189695967302,0.13082362117755938,0.12833349574519573,0.08449326639264466,0.06995863520796347,0.06894852522969495,0.05936691203681427,0.057761652173004496,0.0526448249198827,0.05021691768218382,0.04191982292017647,0.04164341036915085,0.03667412336006302,0.02866129432761019,0.014088752837965264,-0.0022577919374762237,-0.006953745565961621,-0.011668054997323964,-0.02294087618115187,-0.024257561549220923,-0.024267381285652596,-0.028238034026471483,-0.041085761699697965,-0.05409332209829494,-0.06431873631564405,-0.06592260143931068,-0.06971319602100388,-0.07417293156378409,-0.0781284556658146,-0.08269463962040369,-0.1221908926476666,-0.13874209414628125
