NE,BUF,DAL,NYJ,SF,MIN,DEN,IND,CIN,TB,PHI,TEN,PIT,LA,WAS,BAL,CAR,NO,JAX,GB,HOU,LAC,ARI,NYG,KC,MIA,SEA,CHI,ATL,LV,CLE,DET
0.08250775825507224,0.07213573634562154,0.054985809758335696,0.045519524955503814,0.041151715012919254,0.03563791901935345,0.035368270098029876,0.0187333982161346,0.016462634370862803,0.00596392353339403,0.005348252037839951,0.0003805304271430193,-0.0005764553264467134,-0.0008661829066005169,-0.0034012375927707957,-0.00786224739073533,-0.008762481101837954,-0.012212070913690372,-0.012948781613485904,-0.020893443358162817,-0.021957936517808658,-0.025097639512030964,-0.02995893244784793,-0.04258812547139119,-0.04782293342942551,-0.051616144477674576,-0.05569682531307306,-0.06111064430107638,-0.06599467459305505,-0.06653362526756132,-0.07181184532830238,-0.07741474962467124
