BAL,DET,BUF,GB,CIN,WAS,TB,PIT,ARI,KC,MIN,LA,ATL,MIA,JAX,NYJ,HOU,LAC,PHI,SF,DEN,SEA,DAL,IND,CHI,NO,LV,CAR,NYG,NE,TEN,CLE
0.13515289025436883,0.13230296788456963,0.10094559730764814,0.08742650959938278,0.07758457786757944,0.06825493475778363,0.06457240653929369,0.04504984857717392,0.03291745569038845,0.018243425180403568,0.016366520565459675,0.004173178055869649,-0.0053159273879136906,-0.0075493351338168785,-0.011115765104492144,-0.019867473728429175,-0.037828949498521496,-0.03786770052234405,-0.043999165630731474,-0.04777353486849627,-0.0508640324623268,-0.0532935555674446,-0.09108391808176947,-0.10082199103263387,-0.10419617196200834,-0.11212730310359725,-0.116219426716798,-0.1329231775110291,-0.1643807910440092,-0.17533756853045462,-0.1807025857345284,-0.19026483994412446
