DET,BUF,GB,BAL,PHI,MIN,PIT,LAC,TB,WAS,KC,DEN,SEA,SF,ARI,HOU,CIN,LA,CHI,IND,NO,NYJ,ATL,MIA,CLE,DAL,JAX,TEN,NYG,LV,NE,CAR
0.1854844010976454,0.15671744774513807,0.12230387681555,0.112431723468646,0.10667435823625268,0.09562529112668744,0.07109729565751988,0.05943386224714607,0.05653456052629612,0.053305331349359136,0.04918762174487809,0.04442220743066065,0.017509895722696386,0.011263479170862439,0.007577804054190444,0.0063183159629647614,-0.004316454589691515,-0.008802311790021512,-0.020185324110408367,-0.024566684979746137,-0.03181066980884269,-0.04691639357430552,-0.048308288600395835,-0.054099699443096824,-0.06787884397536774,-0.08999844903744991,-0.0929336588994008,-0.10040901724051515,-0.11466907204405768,-0.11734088182945397,-0.15013468905025806,-0.16961503928486094
