DET,LAC,DEN,NO,MIN,SEA,PHI,GB,HOU,CHI,SF,CLE,PIT,DAL,IND,TEN,NYG,BUF,LA,TB,KC,LV,MIA,NYJ,ARI,NE,ATL,BAL,WAS,CAR,CIN,JAX
0.12869570880071732,0.12117028790808776,0.10208681868462907,0.09957895231758135,0.09774565908531152,0.09583590335806584,0.09205992788960206,0.0851748861854934,0.08011149808728407,0.07356073792487337,0.07053966158129288,0.07039458245402148,0.0683266279360279,0.0567934460498179,0.05281961703336733,0.03892714879443019,0.035957134967930224,0.03541280032368497,0.013335464467196564,0.011171218977555214,0.0067378740471986664,0.0010668087047495736,-0.00604672751901511,-0.009646167334345264,-0.019928517480479878,-0.03172640211934168,-0.03507825971682036,-0.046463952490173155,-0.06488970420835219,-0.06510119125917534,-0.06844441986700488,-0.12249280333135756
