SF,DAL,BAL,PHI,KC,BUF,JAX,CLE,MIA,LAC,DET,TB,MIN,CIN,GB,NO,HOU,DEN,SEA,LA,PIT,IND,ATL,TEN,CHI,LV,NYJ,ARI,CAR,WAS,NE,NYG
0.20329605820049956,0.16685613237094848,0.14565924709399009,0.12651041908118435,0.10341222891146373,0.07833403498599895,0.07601310334294434,0.07160862580010496,0.060072291883795675,0.04515249320510656,0.027261401623399774,0.024376398963746645,0.023429978640561046,0.01169187073948802,0.0072177023882753,-0.0009058057774652753,-0.005870269652436658,-0.01124709401536994,-0.014107848226069052,-0.016709332652515604,-0.02119975667386314,-0.03649012522062514,-0.05996778605633916,-0.06677574280487128,-0.07107313855754296,-0.081811615188313,-0.09212927846302432,-0.11128602817877031,-0.11803530416952415,-0.13653349945071738,-0.14946791983608898,-0.17618024832845544
