CLE,BAL,KC,NO,DAL,SF,JAX,NYJ,GB,PIT,PHI,NYG,LV,CIN,TB,MIN,BUF,IND,CAR,SEA,DET,MIA,ATL,LAC,LA,CHI,HOU,ARI,DEN,NE,TEN,WAS
0.14447855703866802,0.089402309052974,0.08074091081270703,0.0669698049563848,0.06528814176818473,0.06514923064975273,0.055676146248423215,0.05002939533663488,0.019207877033685254,0.013215258081222273,0.009745202472280936,0.0016809643001409746,-0.004652451507439273,-0.013288836556251451,-0.017390038354572958,-0.02178590648028634,-0.02733697775812801,-0.02900447181487334,-0.035648006967342695,-0.03869722429226423,-0.041217584784506385,-0.0530351934284821,-0.053966186047976594,-0.056339327758330615,-0.056930809653260195,-0.0657000720744424,-0.0828163614820476,-0.09165556917046747,-0.09689994627661555,-0.1119567797969327,-0.177495540445211,-0.18385792584430627
