SF,PHI,MIA,DAL,BUF,LAC,BAL,DEN,KC,DET,HOU,JAX,TEN,LA,SEA,CIN,TB,IND,MIN,GB,WAS,PIT,NO,ARI,ATL,CHI,CLE,CAR,LV,NE,NYJ,NYG
0.17456563705636707,0.14513901846402205,0.13719011745298126,0.1283138902298714,0.1224900306140551,0.10928622720454717,0.0955521550416083,0.08805084556240955,0.07688230324748024,0.06879141909899447,0.0632554849725489,0.06272642513516724,0.052369794347577325,0.05024071889223382,0.04745048778323199,0.045154819319251874,0.03414062964725099,0.02990175775751612,0.025932360172418803,0.02580989642727096,0.011468285456489848,0.0011016478881311076,-0.00821726905658609,-0.016174641869776504,-0.02210038129091768,-0.027431231729705685,-0.039903954289211695,-0.04118726268275552,-0.058286870733770035,-0.09227309975881101,-0.12619829559484352,-0.13059551790516893
