CLE,BAL,DAL,NYJ,SF,KC,JAX,NO,MIN,TB,GB,PHI,PIT,LV,CIN,ATL,DET,CHI,BUF,NYG,NE,SEA,LAC,IND,LA,HOU,CAR,MIA,ARI,DEN,TEN,WAS
0.11151258008931667,0.050107092052381785,0.03854224214107707,0.03406901713181921,0.028730421144132476,0.02652992566398349,0.013286678207777097,0.007311463279120814,-0.002502381531857757,-0.009764230683504344,-0.01859219403899566,-0.018628599382837705,-0.022301404561994247,-0.02352474445454296,-0.033462948579763854,-0.03786740476542148,-0.0415300174755947,-0.04364190682783727,-0.04415599562805615,-0.04558473042328651,-0.05719482007727798,-0.061558336009301044,-0.06413373399944061,-0.06639188297814126,-0.06695005154474942,-0.06912575462498556,-0.07684804148676863,-0.07711782556918559,-0.09511138630899381,-0.09929793957777949,-0.1191455371524486,-0.14800178490720722
