SF,MIA,ARI,HOU,BUF,DET,PHI,DAL,TEN,BAL,TB,LV,GB,LA,IND,KC,NYJ,JAX,MIN,LAC,SEA,NO,DEN,CAR,ATL,NE,CLE,WAS,PIT,CIN,CHI,NYG
0.2952066384380573,0.2562769283641971,0.16487269626321935,0.16150810799011553,0.135712179705122,0.10119465540410891,0.09407720673670289,0.0923602030080144,0.07522974852899642,0.07403808504745803,0.06294967190305581,0.06103862335330691,0.05094537525228335,0.05059774245560514,0.047974559223479644,0.03385708572600071,0.02120191919650863,0.019526172545701735,0.0005326809398341539,-0.005766108979216852,-0.02659659631878454,-0.03901257052425522,-0.061010803669853536,-0.07898641199139093,-0.08472963074207346,-0.09368033182814257,-0.09678706981914774,-0.11796117752281138,-0.11944300231391367,-0.12462372986920436,-0.19344326193234063,-0.23733592226913697
