TEN,CLE,SEA,DET,PHI,JAX,NE,NYJ,DAL,MIN,IND,ATL,NYG,TB,BAL,WAS,KC,LA,CHI,BUF,CIN,LV,LAC,DEN,MIA,ARI,SF,NO,PIT,GB,CAR,HOU
0.1254352787063629,0.11631822583690848,0.05010512633636788,0.018526578806039265,0.014326478553130684,0.010845812468087773,0.004652990131877588,0.0040516685488767995,0.0007388902414358356,-0.007094592952376383,-0.009117200904105574,-0.012852622665877028,-0.02049136512129402,-0.020632720014627376,-0.025170212580596596,-0.03193509796453504,-0.03870751587459603,-0.051224151829554074,-0.056393210125787505,-0.06167478982993749,-0.10597513695071645,-0.11147462710135038,-0.11846214747995851,-0.1304916721368785,-0.13736562896110646,-0.13766477185496845,-0.17127931809899993,-0.18024629547747975,-0.19181740618796894,-0.20923606523620886,-0.21029920080775188,-0.23711103998163324
