BUF,DAL,MIA,SF,BAL,DET,CLE,ARI,LA,IND,PHI,KC,JAX,TB,HOU,NYJ,GB,SEA,NE,WAS,LAC,MIN,TEN,NO,ATL,CIN,PIT,CAR,LV,NYG,CHI,DEN
0.2894241796516237,0.2075588922333189,0.16182389329461633,0.13350892851143206,0.12406904617100177,0.09669612112349874,0.09358267478536411,0.08382087896828874,0.06180354003751517,0.05702659625598505,0.05140873805853363,0.05017788445453708,0.02233129915006621,0.016349128693219177,0.015146021440300889,-0.00300422298870736,-0.015445030210495508,-0.02473744324314625,-0.0281774684517306,-0.030774265259402536,-0.030838378815347303,-0.03202150137927391,-0.033344026505123886,-0.05326283447059656,-0.0584268949420907,-0.10269005251347446,-0.12273250671581651,-0.1262052813004044,-0.13605774928207154,-0.14558364106367233,-0.2262597414986306,-0.2562909189330669
