SF,BUF,TB,CIN,PHI,JAX,DEN,IND,CAR,DAL,PIT,BAL,MIN,ATL,LV,LAC,NE,GB,WAS,NO,MIA,LA,CHI,HOU,NYJ,DET,NYG,CLE,TEN,KC,ARI,SEA
0.1843866898706542,0.1707718474670693,0.1332972587880703,0.10215245699426173,0.09662074869325188,0.08888294098170356,0.03320470436416123,0.02084355073228977,0.014783053816929417,0.013701234002626253,0.00556665344509058,0.0006310318386435407,-0.004682400611288065,-0.008428405613887358,-0.016876195360640528,-0.0199658411920675,-0.027993727324204406,-0.03111890442207342,-0.04346038133550543,-0.044284249106617185,-0.047730073311975485,-0.04902432228177517,-0.053467917040289414,-0.06699848837882436,-0.06843448751041681,-0.08081273315876947,-0.08498378689938665,-0.09227679812544587,-0.09349637746943529,-0.10285052592778803,-0.11536227067001129,-0.22198222779549973
