BUF,SF,TB,PHI,JAX,CIN,DAL,DEN,ATL,BAL,MIN,LAC,GB,PIT,NE,DET,IND,LA,CLE,KC,CAR,HOU,NYG,LV,CHI,MIA,TEN,NO,NYJ,WAS,ARI,SEA
0.2605295776587657,0.2028348003138719,0.19478774317535438,0.1910784713714655,0.15854126262735022,0.14792206815828535,0.08203600689807987,0.04325780369246706,0.031967746283289224,0.027219985583150235,0.024728632354197394,0.0201166613899698,0.011501954136082071,0.005843757472622529,0.005212166469674092,0.0033983980976736335,0.0013181898832675398,-0.024419276681861057,-0.034673440542820386,-0.05240158918376961,-0.05289355866480736,-0.05323928848976141,-0.06867558077595912,-0.0699266007818998,-0.0702782438836244,-0.08840192689907576,-0.1167574463815693,-0.12989811739559642,-0.13905068083742483,-0.14459619006445168,-0.20836017595702094,-0.2975241325726842
