WAS,SF,CAR,ARI,LV,NO,IND,NYJ,MIA,DEN,TB,PIT,CIN,CHI,BUF,TEN,MIN,JAX,BAL,LA,NE,LAC,SEA,ATL,PHI,NYG,HOU,DAL,GB,CLE,KC,DET
0.18303001729542512,0.1522820297944088,0.1363412715204404,0.13258892464186323,0.09671909016003181,0.08938169444310091,0.047365004606818153,0.04560986422759569,0.04279213312867432,0.01647967577588015,-0.0035470243948588567,-0.006289369939564915,-0.012185187941267564,-0.02133069019115475,-0.02371825041672257,-0.04278132808372841,-0.060801348796171356,-0.07373344415159999,-0.07699751421566925,-0.0937727085047355,-0.09422688515160045,-0.09515190463596276,-0.10795488167553334,-0.11898305843204851,-0.13642921449799947,-0.1369614755097865,-0.1441504806919851,-0.148885169276965,-0.1550095847385127,-0.20308558475842609,-0.21629333170325307,-0.2558391010607744
