BUF,PHI,JAX,BAL,MIA,SF,KC,TB,CIN,LV,MIN,CLE,ATL,DEN,DAL,GB,LAC,DET,NYG,CHI,WAS,IND,NE,NO,TEN,NYJ,PIT,ARI,CAR,SEA,HOU,LA
0.2401719407541807,0.18200821164680564,0.17264622875547297,0.13934763377792483,0.13899215232562506,0.11913381661516348,0.10241698987881474,0.08673069281039833,0.0716218427447682,0.05386935256692309,0.013273707981112381,4.623051960919722e-05,-0.004659130319164859,-0.005489009773626957,-0.011670861212494915,-0.018624609203298458,-0.02083692843874544,-0.03739400624107585,-0.040769694145145786,-0.05606333742492118,-0.06106739383950504,-0.06367211940416484,-0.06550968357673882,-0.08417243003347365,-0.0863411123980588,-0.08652053664369772,-0.0895500954311974,-0.0996642536147363,-0.10502184093887648,-0.10934339729867625,-0.12459951989501794,-0.14913805671167446
