KC,MIA,BAL,SEA,CLE,PHI,JAX,LV,BUF,NYG,DET,MIN,ARI,GB,TEN,ATL,LAC,CHI,WAS,NYJ,DAL,CIN,NE,DEN,NO,TB,HOU,SF,IND,PIT,LA,CAR
0.20526751580660277,0.18672222563760055,0.1387166019392813,0.11263883049682348,0.09232302864505507,0.08538746295355376,0.08376328777376943,0.07074554792756362,0.06940009328711137,0.04421409275424087,0.04341872691769362,0.017956108592400447,0.015698017055274984,0.012494295218774962,0.007155265071376475,0.003769275294722499,-0.0008710872466779415,-0.002595420384631765,-0.01760701250399961,-0.018086049133280914,-0.025372095215121168,-0.03053061424949353,-0.03751595625253442,-0.03869371413778819,-0.03988818092685646,-0.04656656597767197,-0.057601031516193585,-0.06525287325549073,-0.08451567013645461,-0.09511674887628797,-0.1001137344298993,-0.1198048947558059
