ARI,CLE,SEA,DET,NYG,BAL,KC,LV,PHI,NE,CAR,CHI,PIT,ATL,HOU,LA,BUF,DAL,GB,MIN,TEN,MIA,NYJ,JAX,NO,CIN,WAS,SF,LAC,DEN,IND,TB
0.22626597208706664,0.20093146339411988,0.19086896096741765,0.17861997291563886,0.16855471875257969,0.16227724071992128,0.16145354365817,0.1573577734251981,0.154399459992017,0.10206546799201226,0.09723659582031605,0.08313330339020197,0.054271859329411455,0.03952780104870397,0.03357563478008612,0.02791468947372995,0.02076544918201792,0.019651341913546796,-0.0027272427802125087,-0.008039639617811657,-0.011804959960679096,-0.017960445703369576,-0.02033803070912779,-0.02694654799995691,-0.040796698703155165,-0.07783863199028748,-0.11108202740756079,-0.12427386079090541,-0.12473150289629092,-0.124983770086216,-0.14005907579370902,-0.24871671054746664
