BUF,GB,KC,TB,SEA,TEN,LV,CLE,ATL,HOU,IND,PIT,SF,MIA,NO,CAR,CIN,BAL,ARI,MIN,DET,LAC,DAL,LA,NE,NYG,CHI,WAS,PHI,DEN,JAX,NYJ
0.1306000899919452,0.11336103835700576,0.11060922597395431,0.0713267497027905,0.061227999755192955,0.06044669685813375,0.017878350166083287,0.005544831346653428,0.0008098962225800144,-0.007745203891393493,-0.016508959951218483,-0.016899542590363484,-0.02170789004883635,-0.02430839895757024,-0.03519077015727,-0.04414917481887715,-0.05240118733285358,-0.058789072780604724,-0.059325028249365974,-0.06656866411390294,-0.07125588416822902,-0.07503308489857945,-0.09110318536152893,-0.09431099081383922,-0.09449564784525064,-0.10587146350983045,-0.11522325495537351,-0.13875478473840153,-0.14064433998455922,-0.1446415660779207,-0.1698177256655532,-0.19912019388513352
