GB,KC,BUF,TEN,SEA,TB,LV,CLE,BAL,ARI,NO,SF,ATL,HOU,CAR,NE,IND,MIN,MIA,PIT,DAL,CIN,DET,NYG,LA,WAS,PHI,CHI,LAC,JAX,DEN,NYJ
0.11645375967601856,0.10361096472082937,0.09886917986842347,0.0760407697337301,0.07144713385766409,0.052687233407818945,0.02739708402613326,0.023247328519188454,0.019159823242376042,0.006385302873300618,0.003706628721577697,-0.006235270575516101,-0.007068917927131584,-0.007852860318756698,-0.014467910436172226,-0.014634331920031576,-0.015487262655374034,-0.01963404553578976,-0.035308972918347184,-0.03950215698150552,-0.04666762615397743,-0.054771015960040234,-0.056287635512143275,-0.06489277105738421,-0.07240800140176232,-0.07275297122432339,-0.07930649341596784,-0.07955324749308433,-0.08093988462076651,-0.11112624332065338,-0.11257605529033599,-0.15781154764700203
