BAL,ARI,GB,NE,TEN,SEA,NO,KC,MIN,WAS,CLE,LV,PHI,CAR,DAL,SF,NYG,BUF,JAX,TB,IND,CHI,LA,HOU,ATL,DEN,DET,MIA,NYJ,CIN,LAC,PIT
0.15405279222333265,0.14424530565944457,0.13459313399521836,0.13196951181859667,0.12574273194651564,0.09685746902392928,0.09634324055940736,0.08271420091181735,0.08269788959589056,0.07532138477674714,0.07343035976668513,0.06166367972141443,0.06158893622438692,0.05268569913032227,0.04777534784591628,0.029313831946229163,0.025859617220440244,0.021779059469275365,0.020501090515554238,0.002403044994956527,-0.004447565184921572,-0.009422752869618654,-0.014427201341336564,-0.028904664051957372,-0.03100826613513208,-0.038640726041591945,-0.03914465636792404,-0.053191533970424136,-0.06435629064771678,-0.06574250089329706,-0.0849398483817626,-0.12376108131360562
