TB,BAL,BUF,GB,NO,SEA,KC,PIT,IND,LA,TEN,MIA,ARI,ATL,CHI,CLE,LV,WAS,SF,CAR,NE,LAC,NYG,PHI,MIN,HOU,CIN,DAL,DEN,DET,JAX,NYJ
0.15665568131749014,0.12688458055024582,0.12572488892957331,0.12008229493964812,0.1094007908173259,0.10043941927535241,0.09646166334036957,0.0766998533419144,0.07648301555529818,0.06409074225360686,0.04581087891072202,0.04335202703752171,0.039405607413265126,0.023852957631161447,0.00024694938888635,-0.006815125596671419,-0.010427775489731329,-0.015726935235553907,-0.016997343242475073,-0.02276623609393679,-0.0235102452678092,-0.05379635050660183,-0.0560186158042915,-0.05642416012899519,-0.062452770961899856,-0.06839012232125408,-0.08112958615950097,-0.0822202276119683,-0.08570234144197575,-0.10852426242109169,-0.1417315198372035,-0.16750725894326154
