NYJ,NE,DAL,PHI,SF,DEN,BUF,CAR,LAC,CIN,CLE,IND,TB,HOU,GB,DET,WAS,NO,TEN,ARI,MIN,BAL,MIA,JAX,LV,NYG,PIT,KC,SEA,LA,ATL,CHI
0.10090655851078995,0.096038720464859,0.08735427813986256,0.07478707885886357,0.0712773384108883,0.0596155023098856,0.04654819267031111,0.03031190317624833,0.028133500539858348,0.02588223872645409,0.015897019359534196,0.013354011941165495,0.009293846688748109,0.0034724707532526058,0.0015352524925498698,-0.00533896010247855,-0.011962716741253194,-0.017284152478738855,-0.018128865628466863,-0.024474531913121437,-0.028195073279503616,-0.03408857992659241,-0.03849113188605374,-0.0407369317606141,-0.04082863389244289,-0.04406879729373016,-0.0447935103666225,-0.05518368660699723,-0.061831443922550446,-0.06355337853835952,-0.09257978998861413,-0.12654305360875115
