PHI,CHI,BAL,KC,CLE,ATL,CAR,LV,NYG,GB,DAL,NYJ,PIT,ARI,BUF,SEA,CIN,LAC,JAX,WAS,NE,SF,NO,MIA,MIN,DET,LA,DEN,TEN,IND,HOU,TB
0.1923568766684464,0.1505362667041888,0.13557142923806703,0.11951223534214588,0.1040378561678517,0.09826997067893722,0.08539009913208406,0.08310277498429869,0.07987744594467988,0.07841235037260126,0.06243453249731965,0.05201164071767167,0.05077635250309511,0.045424402027599564,0.04404407750950042,0.02223577617126334,0.014062890071318803,0.010167766004190254,-0.002355401747721801,-0.006462795989093727,-0.01631574923531203,-0.0210546354671207,-0.03564988928848417,-0.03844577883201597,-0.040300285655069074,-0.042836450827268044,-0.04841106074072608,-0.05413319373860061,-0.0587785405451823,-0.09899232444446392,-0.10007449419599587,-0.1551159570687539
