KC,BUF,PHI,BAL,CIN,SEA,DET,MIA,LV,NYG,CLE,MIN,JAX,DAL,SF,ATL,CHI,GB,PIT,NYJ,TEN,NO,LAC,WAS,TB,ARI,NE,CAR,DEN,IND,LA,HOU
0.16211208352432083,0.10450470310677037,0.0966029564133881,0.06815323007487378,0.06711785858309098,0.058396112637017106,0.04907794373786867,0.04372474044057345,0.043016410046295014,0.03877440578314553,0.03721104350403942,0.03564394973822706,0.03536028852020115,0.029669753184928073,0.029498467267930227,0.021756497992751887,0.01963145875623333,0.013577591893128904,-0.019954970519210607,-0.023565750694042528,-0.024632713180821147,-0.024738602498164945,-0.026392758180412337,-0.02987100626639066,-0.032498022202928536,-0.03385275000201108,-0.05159745285883068,-0.052893240540505884,-0.07864777731130045,-0.08775236940109633,-0.09424138657367756,-0.10890472865638573
