BUF,PHI,KC,SF,DAL,CIN,BAL,NYJ,LV,NE,DET,MIN,MIA,JAX,CLE,SEA,WAS,GB,NYG,TEN,TB,CAR,LAC,DEN,NO,ATL,PIT,CHI,IND,ARI,HOU,LA
0.15383792480240813,0.11081165891443995,0.10040417851633801,0.09662573462229443,0.09307283198267341,0.07687609422387297,0.054601725890301045,0.041232622143193134,0.03256184430620086,0.032281277794335074,0.011436034207007062,0.011180055061943014,0.007436801357011122,0.004727356251501849,-0.006898480332359451,-0.00765878946930143,-0.011789422845044889,-0.016717639019070165,-0.018725217377344457,-0.028023349646101463,-0.03022182672421801,-0.03155719881692535,-0.03536224554927971,-0.03633938391698163,-0.04226352975122364,-0.046695098594427865,-0.047057876060729184,-0.0646929851908575,-0.07033255759850378,-0.07292984948001552,-0.10012685805697728,-0.14723392170610797
