IND,LAC,NE,CIN,DAL,LA,NYJ,NO,PIT,PHI,KC,BAL,BUF,WAS,CHI,SEA,GB,DET,ARI,CAR,TEN,NYG,JAX,HOU,DEN,MIA,SF,CLE,ATL,MIN,TB,LV
0.18696922321443465,0.15298597049445375,0.1407383633134839,0.137237838679968,0.09576702089514198,0.09093820581769901,0.0866518284792546,0.08205702031293158,0.058932342180669145,0.05441446609380904,0.05022110350540908,0.04571588477482432,0.03358047320176636,0.020740537316855632,0.006265599293041871,-0.00840811256429659,-0.015973617886170025,-0.01597536333082817,-0.017321515595734326,-0.020650416946709004,-0.023944589060971577,-0.04565346209749531,-0.04800070291316026,-0.048586550757934915,-0.05120973018504422,-0.058176558682107894,-0.06437429256936465,-0.07680430045300883,-0.14415846687975456,-0.14622391730667983,-0.15641697672026633,-0.16381131310914615
