CHI,BAL,JAX,BUF,DEN,NO,LV,MIN,PHI,NE,IND,SEA,MIA,LAC,GB,NYJ,TEN,NYG,KC,PIT,CAR,ATL,TB,LA,CLE,CIN,DAL,DET,HOU,ARI,SF,WAS
0.13431055671295133,0.12300167016801855,0.11102562609315772,0.07469562827668606,0.06182145312478923,0.045142350003734774,0.04069246227977931,0.03203174240910684,0.026301537096683376,0.022405250386259234,0.014062291269289345,0.0099547503838587,0.009916368676955068,0.004309297983921108,0.002111113912751296,-0.003993308380853138,-0.0043290049844408145,-0.005738994188482657,-0.011688464094102687,-0.01952067637161691,-0.022818775395988245,-0.02298926287705149,-0.02465612405322376,-0.038020070109715115,-0.04025151098834673,-0.048104240313654886,-0.059545940189494884,-0.06357554926173759,-0.0657209646396103,-0.08578979027321276,-0.12224783491720825,-0.1414684105194229
